# ==================================================================
# Fastrad - RAY-TRACING - TID
# 
# TOTAL IONIZING DOSE CALCULATION RESULTS			 2018/12/03	18:19:14
# 
# Doses in krad (Si)
#
# Method : Slant Path
#
# ==================================================================
#
# Dose calculation with Solid Sphere Dose Curve
#
# Common Format (Total dose) :  [ mm , rad ]
# Electrons : C:\Users\Gebruiker\Documents\MSc Space Engineering\Thesis\SPENVIS orbit output\SAPPHIRE as input\Solar Maximum\1-in-n-year SPE\n=100\SolarMaximum_SPE_1_in_100_years_Sapphire_dosedepth.dat
#
#
#  N°  |   Total Dose |   Name   |
#      |    krad (Si) |          |
 13051 |  8.135e+000  | Detector |
 13052 |  8.259e+000  | Detector |
 13053 |  8.081e+000  | Detector |
 13054 |  8.167e+000  | Detector |
 13055 |  7.934e+000  | Detector |
 13056 |  7.960e+000  | Detector |
 13057 |  7.764e+000  | Detector |
 13058 |  7.471e+000  | Detector |
 13059 |  7.490e+000  | Detector |
 13060 |  7.391e+000  | Detector |
 13061 |  7.478e+000  | Detector |
 13062 |  7.512e+000  | Detector |
 13063 |  7.172e+000  | Detector |
 13064 |  9.053e+001  | Detector |
 13065 |  7.381e+000  | Detector |
 13066 |  7.515e+000  | Detector |
 13067 |  7.737e+000  | Detector |
 13068 |  7.715e+000  | Detector |
 13069 |  7.799e+000  | Detector |
 13070 |  8.088e+000  | Detector |
 13071 |  7.916e+000  | Detector |
 13072 |  8.152e+000  | Detector |
 13073 |  7.977e+000  | Detector |
 13074 |  8.058e+000  | Detector |
 13075 |  7.947e+000  | Detector |
 13076 |  8.028e+000  | Detector |
 13077 |  7.654e+000  | Detector |
 13078 |  7.606e+000  | Detector |
 13079 |  7.656e+000  | Detector |
 13080 |  7.495e+000  | Detector |
 13081 |  7.288e+000  | Detector |
 13082 |  7.263e+000  | Detector |
 13083 |  7.384e+000  | Detector |
 13084 |  7.314e+000  | Detector |
 13085 |  9.047e+001  | Detector |
 13086 |  7.297e+000  | Detector |
 13087 |  7.438e+000  | Detector |
 13088 |  7.737e+000  | Detector |
 13089 |  7.737e+000  | Detector |
 13090 |  7.960e+000  | Detector |
 13091 |  7.775e+000  | Detector |
 13092 |  8.050e+000  | Detector |
 13093 |  8.056e+000  | Detector |
 13094 |  8.035e+000  | Detector |
 13095 |  7.974e+000  | Detector |
 13096 |  7.928e+000  | Detector |
 13097 |  7.720e+000  | Detector |
 13098 |  7.774e+000  | Detector |
 13099 |  7.631e+000  | Detector |
 13100 |  7.515e+000  | Detector |
 13101 |  7.373e+000  | Detector |
 13102 |  7.226e+000  | Detector |
 13103 |  7.355e+000  | Detector |
 13104 |  7.173e+000  | Detector |
 13105 |  7.126e+000  | Detector |
 13106 |  9.045e+001  | Detector |
 13107 |  7.300e+000  | Detector |
 13108 |  7.453e+000  | Detector |
 13109 |  7.504e+000  | Detector |
 13110 |  7.748e+000  | Detector |
 13111 |  7.884e+000  | Detector |
 13112 |  7.805e+000  | Detector |
 13113 |  8.003e+000  | Detector |
 13114 |  7.815e+000  | Detector |
 13115 |  8.039e+000  | Detector |
 13116 |  7.803e+000  | Detector |
 13117 |  7.967e+000  | Detector |
 13118 |  7.709e+000  | Detector |
 13119 |  7.677e+000  | Detector |
 13120 |  7.593e+000  | Detector |
 13121 |  7.375e+000  | Detector |
 13122 |  7.320e+000  | Detector |
 13123 |  7.041e+000  | Detector |
 13124 |  6.986e+000  | Detector |
 13125 |  6.876e+000  | Detector |
 13126 |  6.962e+000  | Detector |
 13127 |  9.044e+001  | Detector |
 13128 |  7.206e+000  | Detector |
 13129 |  7.341e+000  | Detector |
 13130 |  7.580e+000  | Detector |
 13131 |  7.661e+000  | Detector |
 13132 |  7.801e+000  | Detector |
 13133 |  7.886e+000  | Detector |
 13134 |  7.710e+000  | Detector |
 13135 |  7.901e+000  | Detector |
 13136 |  7.858e+000  | Detector |
 13137 |  7.810e+000  | Detector |
 13138 |  7.792e+000  | Detector |
 13139 |  7.782e+000  | Detector |
 13140 |  7.685e+000  | Detector |
 13141 |  7.424e+000  | Detector |
 13142 |  7.244e+000  | Detector |
 13143 |  7.080e+000  | Detector |
 13144 |  6.956e+000  | Detector |
 13145 |  6.715e+000  | Detector |
 13146 |  6.684e+000  | Detector |
 13147 |  6.886e+000  | Detector |
 13148 |  9.039e+001  | Detector |
 13149 |  7.059e+000  | Detector |
 13150 |  7.200e+000  | Detector |
 13151 |  7.244e+000  | Detector |
 13152 |  7.438e+000  | Detector |
 13153 |  7.545e+000  | Detector |
 13154 |  7.676e+000  | Detector |
 13155 |  7.597e+000  | Detector |
 13156 |  7.788e+000  | Detector |
 13157 |  7.659e+000  | Detector |
 13158 |  7.759e+000  | Detector |
 13159 |  7.684e+000  | Detector |
 13160 |  7.666e+000  | Detector |
 13161 |  7.509e+000  | Detector |
 13162 |  7.402e+000  | Detector |
 13163 |  7.121e+000  | Detector |
 13164 |  7.100e+000  | Detector |
 13165 |  6.754e+000  | Detector |
 13166 |  6.414e+000  | Detector |
 13167 |  6.197e+000  | Detector |
 13168 |  6.225e+000  | Detector |
 13169 |  9.027e+001  | Detector |
 13170 |  6.772e+000  | Detector |
 13171 |  7.015e+000  | Detector |
 13172 |  7.145e+000  | Detector |
 13173 |  7.449e+000  | Detector |
 13174 |  7.480e+000  | Detector |
 13175 |  7.554e+000  | Detector |
 13176 |  7.675e+000  | Detector |
 13177 |  7.716e+000  | Detector |
 13178 |  7.763e+000  | Detector |
 13179 |  7.698e+000  | Detector |
 13180 |  7.676e+000  | Detector |
 13181 |  7.692e+000  | Detector |
 13182 |  7.532e+000  | Detector |
 13183 |  7.526e+000  | Detector |
 13184 |  7.302e+000  | Detector |
 13185 |  7.076e+000  | Detector |
 13186 |  6.752e+000  | Detector |
 13187 |  6.026e+000  | Detector |
 13188 |  5.183e+000  | Detector |
 13189 |  5.147e+000  | Detector |
 13190 |  8.992e+001  | Detector |
 13191 |  6.016e+000  | Detector |
 13192 |  6.772e+000  | Detector |
 13193 |  7.072e+000  | Detector |
 13194 |  7.244e+000  | Detector |
 13195 |  7.331e+000  | Detector |
 13196 |  7.470e+000  | Detector |
 13197 |  7.552e+000  | Detector |
 13198 |  7.526e+000  | Detector |
 13199 |  7.611e+000  | Detector |
 13200 |  7.567e+000  | Detector |
 13201 |  7.599e+000  | Detector |
 13202 |  7.500e+000  | Detector |
 13203 |  7.586e+000  | Detector |
 13204 |  7.353e+000  | Detector |
 13205 |  7.096e+000  | Detector |
 13206 |  6.742e+000  | Detector |
 13207 |  5.933e+000  | Detector |
 13208 |  4.746e+000  | Detector |
 13209 |  1.359e+000  | Detector |
 13210 |  8.994e+001  | Detector |
 13211 |  1.342e+002  | Detector |
 13212 |  9.025e+001  | Detector |
 13213 |  9.042e+001  | Detector |
 13214 |  9.051e+001  | Detector |
 13215 |  9.054e+001  | Detector |
 13216 |  9.062e+001  | Detector |
 13217 |  9.065e+001  | Detector |
 13218 |  9.064e+001  | Detector |
 13219 |  9.067e+001  | Detector |
 13220 |  9.067e+001  | Detector |
 13221 |  9.067e+001  | Detector |
 13222 |  9.068e+001  | Detector |
 13223 |  9.064e+001  | Detector |
 13224 |  9.064e+001  | Detector |
 13225 |  9.057e+001  | Detector |
 13226 |  9.054e+001  | Detector |
 13227 |  9.044e+001  | Detector |
 13228 |  9.029e+001  | Detector |
 13229 |  8.989e+001  | Detector |
 13230 |  8.993e+001  | Detector |
 13231 |  8.997e+001  | Detector |
 13232 |  1.342e+002  | Detector |
 13233 |  9.033e+001  | Detector |
 13234 |  9.051e+001  | Detector |
 13235 |  9.056e+001  | Detector |
 13236 |  9.060e+001  | Detector |
 13237 |  9.067e+001  | Detector |
 13238 |  9.069e+001  | Detector |
 13239 |  9.068e+001  | Detector |
 13240 |  9.070e+001  | Detector |
 13241 |  9.070e+001  | Detector |
 13242 |  9.070e+001  | Detector |
 13243 |  9.073e+001  | Detector |
 13244 |  9.070e+001  | Detector |
 13245 |  9.068e+001  | Detector |
 13246 |  9.062e+001  | Detector |
 13247 |  9.060e+001  | Detector |
 13248 |  9.054e+001  | Detector |
 13249 |  9.039e+001  | Detector |
 13250 |  8.994e+001  | Detector |
 13251 |  8.999e+001  | Detector |
 13252 |  5.243e+000  | Detector |
 13253 |  8.996e+001  | Detector |
 13254 |  6.235e+000  | Detector |
 13255 |  7.026e+000  | Detector |
 13256 |  7.251e+000  | Detector |
 13257 |  7.391e+000  | Detector |
 13258 |  7.414e+000  | Detector |
 13259 |  7.522e+000  | Detector |
 13260 |  7.545e+000  | Detector |
 13261 |  7.577e+000  | Detector |
 13262 |  7.689e+000  | Detector |
 13263 |  7.616e+000  | Detector |
 13264 |  7.641e+000  | Detector |
 13265 |  7.706e+000  | Detector |
 13266 |  7.680e+000  | Detector |
 13267 |  7.539e+000  | Detector |
 13268 |  7.271e+000  | Detector |
 13269 |  7.011e+000  | Detector |
 13270 |  6.086e+000  | Detector |
 13271 |  4.904e+000  | Detector |
 13272 |  1.441e+000  | Detector |
 13273 |  6.328e+000  | Detector |
 13274 |  9.031e+001  | Detector |
 13275 |  6.936e+000  | Detector |
 13276 |  7.261e+000  | Detector |
 13277 |  7.407e+000  | Detector |
 13278 |  7.685e+000  | Detector |
 13279 |  7.658e+000  | Detector |
 13280 |  7.710e+000  | Detector |
 13281 |  7.741e+000  | Detector |
 13282 |  7.777e+000  | Detector |
 13283 |  7.837e+000  | Detector |
 13284 |  7.825e+000  | Detector |
 13285 |  7.796e+000  | Detector |
 13286 |  8.034e+000  | Detector |
 13287 |  7.658e+000  | Detector |
 13288 |  7.777e+000  | Detector |
 13289 |  7.531e+000  | Detector |
 13290 |  7.272e+000  | Detector |
 13291 |  6.971e+000  | Detector |
 13292 |  6.202e+000  | Detector |
 13293 |  5.492e+000  | Detector |
 13294 |  7.015e+000  | Detector |
 13295 |  9.044e+001  | Detector |
 13296 |  7.252e+000  | Detector |
 13297 |  7.478e+000  | Detector |
 13298 |  7.512e+000  | Detector |
 13299 |  7.681e+000  | Detector |
 13300 |  7.774e+000  | Detector |
 13301 |  7.874e+000  | Detector |
 13302 |  7.716e+000  | Detector |
 13303 |  7.972e+000  | Detector |
 13304 |  7.835e+000  | Detector |
 13305 |  7.970e+000  | Detector |
 13306 |  7.891e+000  | Detector |
 13307 |  8.061e+000  | Detector |
 13308 |  7.694e+000  | Detector |
 13309 |  7.681e+000  | Detector |
 13310 |  7.366e+000  | Detector |
 13311 |  7.320e+000  | Detector |
 13312 |  7.007e+000  | Detector |
 13313 |  6.599e+000  | Detector |
 13314 |  6.498e+000  | Detector |
 13315 |  7.075e+000  | Detector |
 13316 |  9.048e+001  | Detector |
 13317 |  7.326e+000  | Detector |
 13318 |  7.536e+000  | Detector |
 13319 |  7.773e+000  | Detector |
 13320 |  7.839e+000  | Detector |
 13321 |  7.941e+000  | Detector |
 13322 |  8.007e+000  | Detector |
 13323 |  7.743e+000  | Detector |
 13324 |  8.024e+000  | Detector |
 13325 |  7.917e+000  | Detector |
 13326 |  7.981e+000  | Detector |
 13327 |  7.902e+000  | Detector |
 13328 |  8.088e+000  | Detector |
 13329 |  7.755e+000  | Detector |
 13330 |  7.628e+000  | Detector |
 13331 |  7.423e+000  | Detector |
 13332 |  7.183e+000  | Detector |
 13333 |  7.130e+000  | Detector |
 13334 |  6.975e+000  | Detector |
 13335 |  6.961e+000  | Detector |
 13336 |  7.174e+000  | Detector |
 13337 |  9.048e+001  | Detector |
 13338 |  7.395e+000  | Detector |
 13339 |  7.609e+000  | Detector |
 13340 |  7.621e+000  | Detector |
 13341 |  7.913e+000  | Detector |
 13342 |  8.038e+000  | Detector |
 13343 |  7.964e+000  | Detector |
 13344 |  8.031e+000  | Detector |
 13345 |  7.957e+000  | Detector |
 13346 |  8.123e+000  | Detector |
 13347 |  7.989e+000  | Detector |
 13348 |  8.071e+000  | Detector |
 13349 |  8.101e+000  | Detector |
 13350 |  7.753e+000  | Detector |
 13351 |  7.788e+000  | Detector |
 13352 |  7.479e+000  | Detector |
 13353 |  7.386e+000  | Detector |
 13354 |  7.195e+000  | Detector |
 13355 |  7.173e+000  | Detector |
 13356 |  7.147e+000  | Detector |
 13357 |  7.426e+000  | Detector |
 13358 |  9.051e+001  | Detector |
 13359 |  7.363e+000  | Detector |
 13360 |  7.566e+000  | Detector |
 13361 |  7.872e+000  | Detector |
 13362 |  7.900e+000  | Detector |
 13363 |  8.134e+000  | Detector |
 13364 |  7.913e+000  | Detector |
 13365 |  8.044e+000  | Detector |
 13366 |  8.215e+000  | Detector |
 13367 |  8.100e+000  | Detector |
 13368 |  8.171e+000  | Detector |
 13369 |  8.021e+000  | Detector |
 13370 |  8.107e+000  | Detector |
 13371 |  7.877e+000  | Detector |
 13372 |  7.821e+000  | Detector |
 13373 |  7.617e+000  | Detector |
 13374 |  7.513e+000  | Detector |
 13375 |  7.321e+000  | Detector |
 13376 |  7.599e+000  | Detector |
 13377 |  7.421e+000  | Detector |
 13378 |  7.223e+000  | Detector |
 13379 |  9.056e+001  | Detector |
 13380 |  7.451e+000  | Detector |
 13381 |  7.645e+000  | Detector |
 13382 |  7.862e+000  | Detector |
 13383 |  7.856e+000  | Detector |
 13384 |  7.932e+000  | Detector |
 13385 |  8.187e+000  | Detector |
 13386 |  7.913e+000  | Detector |
 13387 |  8.294e+000  | Detector |
 13388 |  8.033e+000  | Detector |
 13389 |  8.221e+000  | Detector |
 13390 |  8.067e+000  | Detector |
 13391 |  8.370e+000  | Detector |
 13392 |  7.720e+000  | Detector |
 13393 |  7.771e+000  | Detector |
 13394 |  7.660e+000  | Detector |
 13395 |  7.522e+000  | Detector |
 13396 |  7.413e+000  | Detector |
 13397 |  7.460e+000  | Detector |
 13398 |  7.685e+000  | Detector |
 13399 |  7.206e+000  | Detector |
 13400 |  9.052e+001  | Detector |
 13401 |  7.417e+000  | Detector |
 13402 |  7.660e+000  | Detector |
 13403 |  7.830e+000  | Detector |
 13404 |  8.081e+000  | Detector |
 13405 |  8.134e+000  | Detector |
 13406 |  8.072e+000  | Detector |
 13407 |  8.163e+000  | Detector |
 13408 |  8.183e+000  | Detector |
 13409 |  8.207e+000  | Detector |
 13410 |  8.156e+000  | Detector |
 13411 |  8.219e+000  | Detector |
 13412 |  8.193e+000  | Detector |
 13413 |  7.967e+000  | Detector |
 13414 |  8.007e+000  | Detector |
 13415 |  7.519e+000  | Detector |
 13416 |  7.531e+000  | Detector |
 13417 |  7.519e+000  | Detector |
 13418 |  7.638e+000  | Detector |
 13419 |  7.774e+000  | Detector |
 13420 |  7.288e+000  | Detector |
 13421 |  9.055e+001  | Detector |
 13422 |  7.477e+000  | Detector |
 13423 |  7.628e+000  | Detector |
 13424 |  7.801e+000  | Detector |
 13425 |  7.907e+000  | Detector |
 13426 |  8.154e+000  | Detector |
 13427 |  8.255e+000  | Detector |
 13428 |  8.143e+000  | Detector |
 13429 |  8.501e+000  | Detector |
 13430 |  8.252e+000  | Detector |
 13431 |  8.400e+000  | Detector |
 13432 |  8.215e+000  | Detector |
 13433 |  8.387e+000  | Detector |
 13434 |  7.986e+000  | Detector |
 13435 |  7.979e+000  | Detector |
 13436 |  7.654e+000  | Detector |
 13437 |  7.668e+000  | Detector |
 13438 |  7.611e+000  | Detector |
 13439 |  7.674e+000  | Detector |
 13440 |  8.422e+000  | Detector |
 13441 |  7.217e+000  | Detector |
 13442 |  9.055e+001  | Detector |
 13443 |  7.383e+000  | Detector |
 13444 |  7.598e+000  | Detector |
 13445 |  7.853e+000  | Detector |
 13446 |  7.961e+000  | Detector |
 13447 |  8.041e+000  | Detector |
 13448 |  7.986e+000  | Detector |
 13449 |  8.089e+000  | Detector |
 13450 |  8.354e+000  | Detector |
 13451 |  8.602e+000  | Detector |
 13452 |  8.276e+000  | Detector |
 13453 |  8.239e+000  | Detector |
 13454 |  8.264e+000  | Detector |
 13455 |  7.847e+000  | Detector |
 13456 |  8.064e+000  | Detector |
 13457 |  7.651e+000  | Detector |
 13458 |  7.557e+000  | Detector |
 13459 |  7.534e+000  | Detector |
 13460 |  7.777e+000  | Detector |
 13461 |  7.815e+000  | Detector |
 13462 |  7.277e+000  | Detector |
 13463 |  9.055e+001  | Detector |
 13464 |  7.471e+000  | Detector |
 13465 |  7.624e+000  | Detector |
 13466 |  7.799e+000  | Detector |
 13467 |  7.899e+000  | Detector |
 13468 |  8.155e+000  | Detector |
 13469 |  8.257e+000  | Detector |
 13470 |  8.143e+000  | Detector |
 13471 |  8.493e+000  | Detector |
 13472 |  8.253e+000  | Detector |
 13473 |  8.387e+000  | Detector |
 13474 |  8.216e+000  | Detector |
 13475 |  8.381e+000  | Detector |
 13476 |  7.980e+000  | Detector |
 13477 |  7.976e+000  | Detector |
 13478 |  7.650e+000  | Detector |
 13479 |  7.667e+000  | Detector |
 13480 |  7.609e+000  | Detector |
 13481 |  7.665e+000  | Detector |
 13482 |  8.422e+000  | Detector |
 13483 |  7.203e+000  | Detector |
 13484 |  9.052e+001  | Detector |
 13485 |  7.414e+000  | Detector |
 13486 |  7.660e+000  | Detector |
 13487 |  7.830e+000  | Detector |
 13488 |  8.072e+000  | Detector |
 13489 |  8.125e+000  | Detector |
 13490 |  8.084e+000  | Detector |
 13491 |  8.165e+000  | Detector |
 13492 |  8.185e+000  | Detector |
 13493 |  8.191e+000  | Detector |
 13494 |  8.161e+000  | Detector |
 13495 |  8.221e+000  | Detector |
 13496 |  8.192e+000  | Detector |
 13497 |  7.956e+000  | Detector |
 13498 |  8.000e+000  | Detector |
 13499 |  7.514e+000  | Detector |
 13500 |  7.539e+000  | Detector |
 13501 |  7.510e+000  | Detector |
 13502 |  7.632e+000  | Detector |
 13503 |  7.774e+000  | Detector |
 13504 |  7.218e+000  | Detector |
 13505 |  9.056e+001  | Detector |
 13506 |  7.452e+000  | Detector |
 13507 |  7.642e+000  | Detector |
 13508 |  7.867e+000  | Detector |
 13509 |  7.866e+000  | Detector |
 13510 |  7.930e+000  | Detector |
 13511 |  8.197e+000  | Detector |
 13512 |  7.925e+000  | Detector |
 13513 |  8.280e+000  | Detector |
 13514 |  8.037e+000  | Detector |
 13515 |  8.212e+000  | Detector |
 13516 |  8.066e+000  | Detector |
 13517 |  8.374e+000  | Detector |
 13518 |  7.721e+000  | Detector |
 13519 |  7.794e+000  | Detector |
 13520 |  7.662e+000  | Detector |
 13521 |  7.542e+000  | Detector |
 13522 |  7.413e+000  | Detector |
 13523 |  7.458e+000  | Detector |
 13524 |  7.685e+000  | Detector |
 13525 |  7.247e+000  | Detector |
 13526 |  9.051e+001  | Detector |
 13527 |  7.368e+000  | Detector |
 13528 |  7.569e+000  | Detector |
 13529 |  7.863e+000  | Detector |
 13530 |  7.895e+000  | Detector |
 13531 |  8.131e+000  | Detector |
 13532 |  7.920e+000  | Detector |
 13533 |  8.051e+000  | Detector |
 13534 |  8.222e+000  | Detector |
 13535 |  8.096e+000  | Detector |
 13536 |  8.171e+000  | Detector |
 13537 |  8.017e+000  | Detector |
 13538 |  8.112e+000  | Detector |
 13539 |  7.872e+000  | Detector |
 13540 |  7.821e+000  | Detector |
 13541 |  7.612e+000  | Detector |
 13542 |  7.518e+000  | Detector |
 13543 |  7.342e+000  | Detector |
 13544 |  7.413e+000  | Detector |
 13545 |  7.421e+000  | Detector |
 13546 |  7.179e+000  | Detector |
 13547 |  9.049e+001  | Detector |
 13548 |  7.407e+000  | Detector |
 13549 |  7.612e+000  | Detector |
 13550 |  7.630e+000  | Detector |
 13551 |  7.912e+000  | Detector |
 13552 |  8.046e+000  | Detector |
 13553 |  7.968e+000  | Detector |
 13554 |  8.037e+000  | Detector |
 13555 |  7.953e+000  | Detector |
 13556 |  8.118e+000  | Detector |
 13557 |  7.984e+000  | Detector |
 13558 |  8.074e+000  | Detector |
 13559 |  8.113e+000  | Detector |
 13560 |  7.763e+000  | Detector |
 13561 |  7.784e+000  | Detector |
 13562 |  7.473e+000  | Detector |
 13563 |  7.401e+000  | Detector |
 13564 |  7.202e+000  | Detector |
 13565 |  7.174e+000  | Detector |
 13566 |  7.147e+000  | Detector |
 13567 |  7.066e+000  | Detector |
 13568 |  9.048e+001  | Detector |
 13569 |  7.336e+000  | Detector |
 13570 |  7.534e+000  | Detector |
 13571 |  7.767e+000  | Detector |
 13572 |  7.841e+000  | Detector |
 13573 |  7.937e+000  | Detector |
 13574 |  8.006e+000  | Detector |
 13575 |  7.741e+000  | Detector |
 13576 |  8.020e+000  | Detector |
 13577 |  7.915e+000  | Detector |
 13578 |  7.978e+000  | Detector |
 13579 |  7.905e+000  | Detector |
 13580 |  8.085e+000  | Detector |
 13581 |  7.757e+000  | Detector |
 13582 |  7.630e+000  | Detector |
 13583 |  7.419e+000  | Detector |
 13584 |  7.192e+000  | Detector |
 13585 |  7.141e+000  | Detector |
 13586 |  6.954e+000  | Detector |
 13587 |  6.961e+000  | Detector |
 13588 |  7.011e+000  | Detector |
 13589 |  9.044e+001  | Detector |
 13590 |  7.263e+000  | Detector |
 13591 |  7.478e+000  | Detector |
 13592 |  7.518e+000  | Detector |
 13593 |  7.681e+000  | Detector |
 13594 |  7.771e+000  | Detector |
 13595 |  7.879e+000  | Detector |
 13596 |  7.717e+000  | Detector |
 13597 |  7.991e+000  | Detector |
 13598 |  7.836e+000  | Detector |
 13599 |  7.986e+000  | Detector |
 13600 |  7.887e+000  | Detector |
 13601 |  8.059e+000  | Detector |
 13602 |  7.691e+000  | Detector |
 13603 |  7.678e+000  | Detector |
 13604 |  7.361e+000  | Detector |
 13605 |  7.320e+000  | Detector |
 13606 |  7.011e+000  | Detector |
 13607 |  6.599e+000  | Detector |
 13608 |  6.498e+000  | Detector |
 13609 |  6.342e+000  | Detector |
 13610 |  9.032e+001  | Detector |
 13611 |  6.924e+000  | Detector |
 13612 |  7.265e+000  | Detector |
 13613 |  7.412e+000  | Detector |
 13614 |  7.686e+000  | Detector |
 13615 |  7.663e+000  | Detector |
 13616 |  7.714e+000  | Detector |
 13617 |  7.741e+000  | Detector |
 13618 |  7.793e+000  | Detector |
 13619 |  7.816e+000  | Detector |
 13620 |  7.832e+000  | Detector |
 13621 |  7.792e+000  | Detector |
 13622 |  8.027e+000  | Detector |
 13623 |  7.663e+000  | Detector |
 13624 |  7.786e+000  | Detector |
 13625 |  7.533e+000  | Detector |
 13626 |  7.281e+000  | Detector |
 13627 |  6.964e+000  | Detector |
 13628 |  6.227e+000  | Detector |
 13629 |  5.492e+000  | Detector |
 13630 |  5.276e+000  | Detector |
 13631 |  8.996e+001  | Detector |
 13632 |  6.197e+000  | Detector |
 13633 |  6.982e+000  | Detector |
 13634 |  7.256e+000  | Detector |
 13635 |  7.389e+000  | Detector |
 13636 |  7.413e+000  | Detector |
 13637 |  7.525e+000  | Detector |
 13638 |  7.542e+000  | Detector |
 13639 |  7.570e+000  | Detector |
 13640 |  7.689e+000  | Detector |
 13641 |  7.616e+000  | Detector |
 13642 |  7.647e+000  | Detector |
 13643 |  7.703e+000  | Detector |
 13644 |  7.677e+000  | Detector |
 13645 |  7.541e+000  | Detector |
 13646 |  7.258e+000  | Detector |
 13647 |  6.981e+000  | Detector |
 13648 |  6.132e+000  | Detector |
 13649 |  4.906e+000  | Detector |
 13650 |  1.441e+000  | Detector |
 13651 |  8.997e+001  | Detector |
 13652 |  1.342e+002  | Detector |
 13653 |  9.033e+001  | Detector |
 13654 |  9.050e+001  | Detector |
 13655 |  9.056e+001  | Detector |
 13656 |  9.059e+001  | Detector |
 13657 |  9.067e+001  | Detector |
 13658 |  9.070e+001  | Detector |
 13659 |  9.068e+001  | Detector |
 13660 |  9.070e+001  | Detector |
 13661 |  9.070e+001  | Detector |
 13662 |  9.070e+001  | Detector |
 13663 |  9.073e+001  | Detector |
 13664 |  9.070e+001  | Detector |
 13665 |  9.068e+001  | Detector |
 13666 |  9.062e+001  | Detector |
 13667 |  9.060e+001  | Detector |
 13668 |  9.054e+001  | Detector |
 13669 |  9.038e+001  | Detector |
 13670 |  8.994e+001  | Detector |
 13671 |  8.999e+001  | Detector |
 13672 |  8.998e+001  | Detector |
 13673 |  1.343e+002  | Detector |
 13674 |  9.035e+001  | Detector |
 13675 |  9.053e+001  | Detector |
 13676 |  9.058e+001  | Detector |
 13677 |  9.061e+001  | Detector |
 13678 |  9.067e+001  | Detector |
 13679 |  9.069e+001  | Detector |
 13680 |  9.068e+001  | Detector |
 13681 |  9.071e+001  | Detector |
 13682 |  9.069e+001  | Detector |
 13683 |  9.071e+001  | Detector |
 13684 |  9.072e+001  | Detector |
 13685 |  9.068e+001  | Detector |
 13686 |  9.068e+001  | Detector |
 13687 |  9.063e+001  | Detector |
 13688 |  9.062e+001  | Detector |
 13689 |  9.057e+001  | Detector |
 13690 |  9.041e+001  | Detector |
 13691 |  8.996e+001  | Detector |
 13692 |  9.000e+001  | Detector |
 13693 |  5.420e+000  | Detector |
 13694 |  8.997e+001  | Detector |
 13695 |  6.356e+000  | Detector |
 13696 |  7.147e+000  | Detector |
 13697 |  7.338e+000  | Detector |
 13698 |  7.463e+000  | Detector |
 13699 |  7.463e+000  | Detector |
 13700 |  7.588e+000  | Detector |
 13701 |  7.675e+000  | Detector |
 13702 |  7.643e+000  | Detector |
 13703 |  7.724e+000  | Detector |
 13704 |  7.758e+000  | Detector |
 13705 |  7.730e+000  | Detector |
 13706 |  7.599e+000  | Detector |
 13707 |  7.823e+000  | Detector |
 13708 |  7.542e+000  | Detector |
 13709 |  7.485e+000  | Detector |
 13710 |  7.153e+000  | Detector |
 13711 |  6.251e+000  | Detector |
 13712 |  5.034e+000  | Detector |
 13713 |  1.463e+000  | Detector |
 13714 |  6.462e+000  | Detector |
 13715 |  9.033e+001  | Detector |
 13716 |  7.072e+000  | Detector |
 13717 |  7.394e+000  | Detector |
 13718 |  7.529e+000  | Detector |
 13719 |  7.769e+000  | Detector |
 13720 |  7.704e+000  | Detector |
 13721 |  7.756e+000  | Detector |
 13722 |  7.848e+000  | Detector |
 13723 |  7.822e+000  | Detector |
 13724 |  7.858e+000  | Detector |
 13725 |  7.914e+000  | Detector |
 13726 |  7.738e+000  | Detector |
 13727 |  7.848e+000  | Detector |
 13728 |  7.833e+000  | Detector |
 13729 |  7.799e+000  | Detector |
 13730 |  7.791e+000  | Detector |
 13731 |  7.382e+000  | Detector |
 13732 |  7.181e+000  | Detector |
 13733 |  6.343e+000  | Detector |
 13734 |  5.532e+000  | Detector |
 13735 |  7.149e+000  | Detector |
 13736 |  9.044e+001  | Detector |
 13737 |  7.433e+000  | Detector |
 13738 |  7.644e+000  | Detector |
 13739 |  7.695e+000  | Detector |
 13740 |  7.845e+000  | Detector |
 13741 |  7.869e+000  | Detector |
 13742 |  7.967e+000  | Detector |
 13743 |  7.905e+000  | Detector |
 13744 |  8.036e+000  | Detector |
 13745 |  7.913e+000  | Detector |
 13746 |  8.100e+000  | Detector |
 13747 |  7.901e+000  | Detector |
 13748 |  7.914e+000  | Detector |
 13749 |  7.929e+000  | Detector |
 13750 |  7.763e+000  | Detector |
 13751 |  7.681e+000  | Detector |
 13752 |  7.446e+000  | Detector |
 13753 |  7.230e+000  | Detector |
 13754 |  6.783e+000  | Detector |
 13755 |  6.635e+000  | Detector |
 13756 |  7.235e+000  | Detector |
 13757 |  9.050e+001  | Detector |
 13758 |  7.522e+000  | Detector |
 13759 |  7.710e+000  | Detector |
 13760 |  7.984e+000  | Detector |
 13761 |  8.000e+000  | Detector |
 13762 |  8.068e+000  | Detector |
 13763 |  8.188e+000  | Detector |
 13764 |  7.981e+000  | Detector |
 13765 |  8.131e+000  | Detector |
 13766 |  8.069e+000  | Detector |
 13767 |  8.156e+000  | Detector |
 13768 |  7.961e+000  | Detector |
 13769 |  8.026e+000  | Detector |
 13770 |  8.055e+000  | Detector |
